PN,ATA,ALT_KATEGORI,AILE,MODEL,KRITIKLIK,ATOLYE,TEMIN_KANALI,LEAD_TIME_GUN,TALEP_2025,CEYREK_ORAN_2025_SBA,FILO_BUYUME_KATSAYISI,TALEP_2033_YILLIK,SERVIS_SEVIYESI_HEDEF,EMNIYET_STOGU,MIN_2025,MAX_2025,MIN_2033,MAX_2033,SCRAP_ORANI,SCRAP_2033_YILLIK,AOG_RISK_SKORU,ALARM_2033
PN-104872,22,AUTO FLIGHT,AIRBUS,A330-200,KRİTİK,VAR,Yurtiçi tamir,6.0,5,0.81,1.33,4.1,0.95,1.0,2.0,3.0,2.0,4.0,0.0,0.0,24.5,False
PN-104659,34,NAVIGATION,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,31.0,9,1.66,0.64,4.3,0.9,1.0,2.0,4.0,2.0,4.0,0.0,0.0,24.5,False
PN-104673,76,ENGINE CONTROLS,BOEING,737-800,KRİTİK DEĞİL,YOK,Yurtdışı tamir,32.0,2,0.5,0.56,1.1,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,24.5,False
PN-103457,21,AIR CONDITIONING,AIRBUS,A320-200,KRİTİK,VAR,Yurtiçi tamir,6.0,46,11.5,0.64,28.7,0.95,2.0,3.0,15.0,3.0,11.0,0.283,8.1,24.5,False
PN-104830,30,ICE & RAIN PROTECTION,AIRBUS,A320neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,11.0,17,4.25,2.59,42.5,0.9,2.0,2.0,7.0,4.0,15.0,0.118,5.0,24.4,False
PN-102762,30,ICE & RAIN PROTECTION,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,23.0,38,9.5,0.64,24.2,0.9,2.0,5.0,15.0,4.0,11.0,0.053,1.3,24.4,False
PN-103961,76,ENGINE CONTROLS,BOEING,737-800,KRİTİK DEĞİL,YOK,Satınalma,24.0,41,10.25,0.56,22.0,0.9,2.0,6.0,17.0,4.0,10.0,0.146,3.2,24.4,False
PN-100175,34,NAVIGATION,AIRBUS,A330-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,22.0,2,0.42,1.33,2.2,0.9,1.0,2.0,3.0,2.0,3.0,1.0,2.2,24.4,False
PN-102934,74,IGNITION,BOEING,737-800,KRİTİK DEĞİL,YOK,Yurtdışı tamir,29.0,16,4.0,0.56,8.6,0.9,2.0,4.0,8.0,3.0,6.0,0.25,2.2,24.4,False
PN-100471,73,ENGINE FUEL AND CONTROL,BOEING,737-800,KRİTİK DEĞİL,YOK,Yurtdışı tamir,29.0,15,3.75,0.56,8.1,0.9,2.0,4.0,8.0,3.0,6.0,0.267,2.2,24.4,False
PN-103790,23,COMMUNICATIONS,BOEING,737-800,KRİTİK DEĞİL,YOK,Satınalma,26.0,30,7.5,0.56,16.4,0.9,2.0,5.0,13.0,4.0,9.0,0.1,1.6,24.4,False
PN-104555,26,FIRE PROTECTION,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Satınalma,29.0,10,2.77,0.69,7.7,0.9,2.0,3.0,6.0,3.0,5.0,0.0,0.0,24.4,False
PN-103737,35,OXYGEN,BOEING,737-800,KRİTİK DEĞİL,YOK,Satınalma,31.0,6,1.14,0.56,2.4,0.9,1.0,2.0,4.0,2.0,3.0,0.167,0.4,24.4,False
PN-103645,35,OXYGEN,BOEING,737-800,KRİTİK,VAR,Yurtiçi tamir,16.0,1,0.28,0.56,0.6,0.95,1.0,2.0,3.0,2.0,3.0,0.0,0.0,24.4,False
PN-103486,29,HYDRAULIC POWER,AIRBUS,A319-100,KRİTİK,VAR,Yurtiçi tamir,15.0,7,1.75,0.56,3.7,0.95,1.0,2.0,4.0,2.0,3.0,0.143,0.5,24.4,False
PN-101988,26,FIRE PROTECTION,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,31.0,5,0.99,0.69,2.6,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,24.4,False
PN-103844,77,ENGINE INDICATING,AIRBUS,A321-200,KRİTİK,VAR,Yurtiçi tamir,10.0,25,6.25,0.69,17.0,0.95,2.0,3.0,10.0,3.0,8.0,0.08,1.4,24.4,False
PN-102353,34,NAVIGATION,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,26.0,26,6.5,0.64,16.4,0.9,2.0,4.0,11.0,4.0,9.0,0.038,0.6,24.4,False
PN-103242,77,ENGINE INDICATING,BOEING,737-900ER,KRİTİK DEĞİL,YOK,Yurtdışı tamir,28.0,11,2.75,1.0,10.8,0.9,2.0,3.0,6.0,3.0,6.0,0.0,0.0,24.4,False
PN-100959,31,INDICATING / RECORDING SYSTEMS,BOEING,737-900ER,KRİTİK DEĞİL,YOK,Yurtdışı tamir,23.0,25,6.25,1.0,24.4,0.9,2.0,4.0,11.0,4.0,11.0,0.08,2.0,24.4,False
PN-102650,76,ENGINE CONTROLS,BOEING,737-800,KRİTİK DEĞİL,YOK,Satınalma,29.0,16,4.0,0.56,8.6,0.9,2.0,4.0,8.0,3.0,6.0,0.188,1.6,24.4,False
PN-102238,34,NAVIGATION,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,29.0,13,3.25,0.64,8.2,0.9,2.0,4.0,8.0,3.0,6.0,0.0,0.0,24.4,False
PN-101841,23,COMMUNICATIONS,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,29.0,13,3.25,0.64,8.2,0.9,2.0,4.0,8.0,3.0,6.0,0.0,0.0,24.4,False
PN-101775,24,ELECTRICAL POWER,AIRBUS,A319-100,KRİTİK,VAR,Yurtiçi tamir,16.0,1,0.42,0.56,1.0,0.95,1.0,2.0,3.0,2.0,3.0,0.0,0.0,24.4,False
PN-104933,74,IGNITION,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,31.0,7,1.26,0.64,3.2,0.9,1.0,2.0,4.0,2.0,3.0,0.0,0.0,24.4,False
PN-104523,80,STARTING,AIRBUS,A321neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,8.0,8,2.0,2.96,22.8,0.9,1.0,2.0,4.0,2.0,8.0,0.0,0.0,24.4,False
PN-104958,77,ENGINE INDICATING,AIRBUS,A320-200,KRİTİK,VAR,Yurtiçi tamir,11.0,23,5.75,0.64,14.2,0.95,2.0,3.0,9.0,3.0,7.0,0.043,0.6,24.4,False
PN-104993,36,PNEUMATIC,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,30.0,9,2.25,0.64,5.6,0.9,1.0,3.0,6.0,2.0,4.0,0.0,0.0,24.4,False
PN-100754,36,PNEUMATIC,AIRBUS,A319-100,KRİTİK,VAR,Yurtiçi tamir,8.0,40,10.0,0.56,22.0,0.95,2.0,3.0,13.0,3.0,9.0,0.125,2.7,24.4,False
PN-104152,77,ENGINE INDICATING,BOEING,737-800,KRİTİK DEĞİL,YOK,Satınalma,31.0,1,0.85,0.56,1.8,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,24.3,False
PN-101259,73,ENGINE FUEL AND CONTROL,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,31.0,3,0.55,0.64,1.4,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,24.3,False
PN-100263,79,OIL,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,24.0,31,7.75,0.69,20.7,0.9,2.0,5.0,13.0,4.0,10.0,0.0,0.0,24.3,False
PN-103155,76,ENGINE CONTROLS,AIRBUS,A320neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,12.0,15,3.75,2.59,38.2,0.9,2.0,2.0,6.0,4.0,14.0,0.0,0.0,24.3,False
PN-103934,25,EQUIPMENT / FURNISHINGS,AIRBUS,A330-300,KRİTİK DEĞİL,YOK,Satınalma,28.0,1,0.42,1.11,1.8,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,24.3,False
PN-101603,29,HYDRAULIC POWER,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Satınalma,28.0,15,3.75,0.69,10.2,0.9,2.0,4.0,8.0,3.0,6.0,0.467,4.8,24.3,False
PN-100499,32,LANDING GEAR,AIRBUS,A320-200,KRİTİK,VAR,Yurtiçi tamir,13.0,13,3.25,0.64,8.2,0.95,1.0,3.0,7.0,2.0,5.0,0.0,0.0,24.3,False
PN-102471,23,COMMUNICATIONS,AIRBUS,A320-200,KRİTİK,VAR,Yurtiçi tamir,12.0,17,4.25,0.64,10.8,0.95,1.0,3.0,8.0,2.0,5.0,0.176,1.9,24.3,False
PN-101964,74,IGNITION,AIRBUS,A320-200,KRİTİK,VAR,Yurtiçi tamir,14.0,8,1.9,0.64,4.8,0.95,1.0,2.0,4.0,2.0,4.0,0.0,0.0,24.3,False
PN-104505,30,ICE & RAIN PROTECTION,AIRBUS,A321neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,10.0,6,1.4,2.96,16.4,0.9,1.0,2.0,4.0,2.0,7.0,0.0,0.0,24.3,False
PN-102552,26,FIRE PROTECTION,AIRBUS,A330-300,KRİTİK,VAR,Yurtiçi tamir,5.0,19,4.75,1.11,20.8,0.95,1.0,2.0,7.0,2.0,8.0,0.105,2.2,24.3,False
PN-100856,27,FLIGHT CONTROLS,AIRBUS,A330-300,KRİTİK,VAR,Yurtiçi tamir,9.0,9,2.25,1.11,10.0,0.95,1.0,2.0,5.0,2.0,5.0,0.222,2.2,24.3,False
PN-100953,32,LANDING GEAR,AIRBUS,A319-100,KRİTİK,VAR,Yurtiçi tamir,13.0,15,3.75,0.56,8.3,0.95,1.0,3.0,7.0,2.0,5.0,0.067,0.6,24.3,False
PN-103460,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A319-100,KRİTİK,VAR,Yurtiçi tamir,11.0,25,6.25,0.56,13.7,0.95,2.0,3.0,10.0,3.0,7.0,0.24,3.3,24.3,False
PN-102602,73,ENGINE FUEL AND CONTROL,AIRBUS,A319-100,KRİTİK DEĞİL,YOK,Satınalma,27.0,22,5.5,0.56,12.0,0.9,2.0,4.0,10.0,3.0,6.0,0.0,0.0,24.3,False
PN-103616,22,AUTO FLIGHT,AIRBUS,A321-200,KRİTİK,VAR,Yurtiçi tamir,11.0,20,5.0,0.69,13.7,0.95,2.0,3.0,8.0,3.0,7.0,0.05,0.7,24.3,False
PN-100009,23,COMMUNICATIONS,BOEING,737-800,KRİTİK DEĞİL,YOK,Satınalma,24.0,38,9.5,0.56,20.6,0.9,2.0,6.0,16.0,4.0,10.0,0.132,2.7,24.3,False
PN-100823,52,DOORS,BOEING,737-900ER,KRİTİK DEĞİL,YOK,Satınalma,26.0,16,4.0,1.0,15.4,0.9,2.0,4.0,8.0,4.0,8.0,0.0,0.0,24.3,False
PN-101736,35,OXYGEN,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Satınalma,30.0,6,1.5,0.69,4.1,0.9,1.0,2.0,4.0,2.0,4.0,0.0,0.0,24.3,False
PN-102326,29,HYDRAULIC POWER,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,29.0,12,3.0,0.64,7.6,0.9,1.0,3.0,6.0,2.0,4.0,0.083,0.6,24.3,False
PN-101902,71,POWER PLANT,AIRBUS,A319-100,KRİTİK DEĞİL,YOK,Satınalma,23.0,43,10.75,0.56,23.4,0.9,2.0,6.0,17.0,4.0,10.0,0.116,2.7,24.3,False
PN-102905,76,ENGINE CONTROLS,BOEING,737-800,KRİTİK DEĞİL,YOK,Satınalma,17.0,72,18.0,0.56,39.0,0.9,2.0,7.0,25.0,4.0,14.0,0.139,5.4,24.3,False
PN-102162,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,7.0,8,2.0,2.96,22.8,0.9,1.0,2.0,4.0,2.0,8.0,0.125,2.8,24.2,False
PN-102165,79,OIL,AIRBUS,A321neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,5.0,10,2.5,2.96,28.6,0.9,1.0,2.0,5.0,2.0,10.0,0.0,0.0,24.2,False
PN-103629,74,IGNITION,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,31.0,1,0.42,0.64,1.0,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,24.2,False
PN-100806,36,PNEUMATIC,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,28.0,14,3.5,0.64,8.7,0.9,2.0,4.0,8.0,3.0,6.0,0.0,0.0,24.2,False
PN-101698,30,ICE & RAIN PROTECTION,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,27.0,18,4.5,0.64,11.2,0.9,2.0,4.0,9.0,3.0,6.0,0.167,1.9,24.2,False
PN-102271,29,HYDRAULIC POWER,AIRBUS,A321-200,KRİTİK,VAR,Yurtiçi tamir,8.0,30,7.5,0.69,20.1,0.95,2.0,3.0,11.0,3.0,9.0,0.133,2.7,24.2,False
PN-102425,36,PNEUMATIC,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Satınalma,16.0,60,15.0,0.69,41.0,0.9,2.0,6.0,21.0,4.0,15.0,0.1,4.1,24.2,False
PN-100654,36,PNEUMATIC,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,20.0,48,12.0,0.64,30.3,0.9,2.0,6.0,18.0,4.0,12.0,0.042,1.3,24.2,False
PN-100637,28,FUEL,AIRBUS,A319-100,KRİTİK DEĞİL,YOK,Satınalma,30.0,7,1.31,0.56,2.9,0.9,1.0,2.0,4.0,2.0,3.0,0.143,0.4,24.2,False
PN-103810,26,FIRE PROTECTION,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,28.0,14,3.5,0.64,8.8,0.9,2.0,4.0,8.0,3.0,6.0,0.0,0.0,24.2,False
PN-102416,52,DOORS,BOEING,737-800,KRİTİK DEĞİL,YOK,Satınalma,29.0,11,2.75,0.56,6.0,0.9,1.0,3.0,6.0,2.0,4.0,0.0,0.0,24.2,False
PN-100456,24,ELECTRICAL POWER,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,29.0,9,2.25,0.64,5.6,0.9,1.0,3.0,6.0,2.0,4.0,0.0,0.0,24.2,False
PN-103450,34,NAVIGATION,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Satınalma,30.0,6,1.33,0.69,3.6,0.9,1.0,2.0,4.0,2.0,3.0,0.333,1.2,24.2,False
PN-102971,22,AUTO FLIGHT,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,23.0,35,8.75,0.64,21.8,0.9,2.0,5.0,14.0,4.0,10.0,0.171,3.7,24.2,False
PN-101030,34,NAVIGATION,AIRBUS,A319-100,KRİTİK DEĞİL,YOK,Satınalma,24.0,36,9.0,0.56,19.7,0.9,2.0,5.0,14.0,4.0,9.0,0.194,3.8,24.2,False
PN-100968,77,ENGINE INDICATING,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,28.0,12,3.0,0.69,8.2,0.9,2.0,3.0,6.0,3.0,6.0,0.083,0.7,24.2,False
PN-102342,36,PNEUMATIC,AIRBUS,A320neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,11.0,16,4.0,2.59,40.0,0.9,2.0,2.0,6.0,4.0,14.0,0.0,0.0,24.2,False
PN-104553,36,PNEUMATIC,AIRBUS,A321neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,5.0,10,2.5,2.96,28.4,0.9,1.0,2.0,5.0,2.0,10.0,0.2,5.7,24.2,False
PN-101709,26,FIRE PROTECTION,AIRBUS,A320neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,8.0,19,4.75,2.59,48.7,0.9,2.0,2.0,7.0,4.0,17.0,0.158,7.7,24.2,False
PN-102072,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,30.0,5,1.36,0.64,3.4,0.9,1.0,2.0,4.0,2.0,3.0,0.0,0.0,24.2,False
PN-101542,23,COMMUNICATIONS,AIRBUS,A320-200,KRİTİK,VAR,Yurtiçi tamir,8.0,31,7.75,0.64,19.7,0.95,2.0,3.0,11.0,3.0,8.0,0.129,2.5,24.1,False
PN-104972,74,IGNITION,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Satınalma,30.0,2,0.65,0.69,1.9,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,24.1,False
PN-104104,23,COMMUNICATIONS,BOEING,737-800,KRİTİK,VAR,Yurtiçi tamir,8.0,35,8.75,0.56,18.8,0.95,2.0,3.0,12.0,3.0,8.0,0.286,5.4,24.1,False
PN-100521,24,ELECTRICAL POWER,BOEING,737-800,KRİTİK DEĞİL,YOK,Yurtdışı tamir,31.0,0,0.0,0.56,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,False
PN-104131,79,OIL,AIRBUS,A320-200,KRİTİK,VAR,Yurtiçi tamir,10.0,22,5.5,0.64,13.7,0.95,2.0,3.0,9.0,3.0,7.0,0.045,0.6,24.1,False
PN-100056,36,PNEUMATIC,AIRBUS,A319-100,KRİTİK,VAR,Yurtiçi tamir,11.0,20,5.0,0.56,10.9,0.95,1.0,3.0,8.0,2.0,5.0,0.15,1.6,24.1,False
PN-104072,74,IGNITION,BOEING,737-800,KRİTİK DEĞİL,YOK,Satınalma,30.0,2,0.85,0.56,1.9,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,24.1,False
PN-100674,52,DOORS,BOEING,737-800,KRİTİK DEĞİL,YOK,Yurtdışı tamir,30.0,3,0.85,0.56,1.8,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,24.1,False
PN-103869,71,POWER PLANT,BOEING,737-800,KRİTİK DEĞİL,YOK,Satınalma,29.0,10,2.5,0.56,5.4,0.9,1.0,3.0,6.0,2.0,4.0,0.4,2.2,24.1,False
PN-102579,36,PNEUMATIC,BOEING,737-800,KRİTİK DEĞİL,YOK,Yurtdışı tamir,28.0,14,3.5,0.56,7.5,0.9,1.0,4.0,8.0,2.0,4.0,0.0,0.0,24.1,False
PN-101641,22,AUTO FLIGHT,AIRBUS,A330-200,KRİTİK,VAR,Yurtiçi tamir,5.0,1,0.42,1.33,2.2,0.95,1.0,2.0,3.0,2.0,3.0,0.0,0.0,24.1,False
PN-103890,36,PNEUMATIC,AIRBUS,A320-200,KRİTİK,VAR,Yurtiçi tamir,10.0,22,5.5,0.64,13.8,0.95,2.0,3.0,9.0,3.0,7.0,0.045,0.6,24.1,False
PN-102401,36,PNEUMATIC,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,30.0,3,0.65,0.69,1.8,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,24.1,False
PN-104351,36,PNEUMATIC,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,30.0,3,0.85,0.69,2.3,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,24.1,False
PN-103619,23,COMMUNICATIONS,AIRBUS,A319-100,KRİTİK DEĞİL,YOK,Satınalma,29.0,9,2.24,0.56,4.9,0.9,1.0,3.0,6.0,2.0,4.0,0.0,0.0,24.1,False
PN-104793,27,FLIGHT CONTROLS,AIRBUS,A320-200,KRİTİK,VAR,Yurtiçi tamir,5.0,44,11.0,0.64,27.8,0.95,2.0,3.0,14.0,3.0,10.0,0.159,4.4,24.1,False
PN-101727,36,PNEUMATIC,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,30.0,5,0.93,0.64,2.4,0.9,1.0,2.0,3.0,2.0,3.0,0.2,0.5,24.1,False
PN-101085,74,IGNITION,BOEING,737-900ER,KRİTİK,VAR,Yurtiçi tamir,13.0,8,1.42,1.0,5.6,0.95,1.0,2.0,4.0,2.0,4.0,0.25,1.4,24.1,False
PN-104564,77,ENGINE INDICATING,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Satınalma,28.0,12,3.0,0.69,8.1,0.9,2.0,3.0,6.0,3.0,6.0,0.0,0.0,24.1,False
PN-104048,29,HYDRAULIC POWER,BOEING,737-800,KRİTİK DEĞİL,YOK,Satınalma,27.0,18,4.5,0.56,9.8,0.9,2.0,4.0,9.0,3.0,6.0,0.111,1.1,24.1,False
PN-103041,28,FUEL,AIRBUS,A330-300,KRİTİK DEĞİL,YOK,Satınalma,27.0,2,0.35,1.11,1.5,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,24.1,False
PN-101111,27,FLIGHT CONTROLS,AIRBUS,A321-200,KRİTİK,VAR,Yurtiçi tamir,10.0,20,5.0,0.69,14.0,0.95,2.0,3.0,8.0,3.0,7.0,0.0,0.0,24.1,False
PN-102309,35,OXYGEN,AIRBUS,A330-300,KRİTİK DEĞİL,YOK,Satınalma,24.0,8,2.3,1.11,10.1,0.9,2.0,2.0,5.0,3.0,6.0,0.375,3.8,24.1,False
PN-100341,28,FUEL,AIRBUS,A321neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,13.0,2,0.42,2.96,4.8,0.9,1.0,2.0,3.0,2.0,4.0,0.0,0.0,24.0,False
PN-100066,77,ENGINE INDICATING,AIRBUS,A319-100,KRİTİK DEĞİL,YOK,Yurtdışı tamir,30.0,3,0.7,0.56,1.5,0.9,1.0,2.0,3.0,2.0,3.0,0.333,0.5,24.0,False
PN-101886,52,DOORS,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,30.0,2,0.35,0.69,0.9,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,24.0,False
PN-102754,80,STARTING,BOEING,737-800,KRİTİK DEĞİL,YOK,Satınalma,17.0,68,17.0,0.56,36.5,0.9,2.0,7.0,24.0,4.0,14.0,0.132,4.8,24.0,False
PN-100627,30,ICE & RAIN PROTECTION,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Satınalma,25.0,24,6.0,0.64,15.1,0.9,2.0,4.0,10.0,4.0,8.0,0.083,1.3,24.0,False
PN-101241,73,ENGINE FUEL AND CONTROL,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,28.0,11,2.75,0.64,6.8,0.9,1.0,3.0,6.0,2.0,4.0,0.273,1.9,24.0,False
PN-103371,27,FLIGHT CONTROLS,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Satınalma,30.0,2,0.35,0.69,0.9,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,24.0,False
PN-102252,27,FLIGHT CONTROLS,AIRBUS,A321-200,KRİTİK,VAR,Yurtiçi tamir,13.0,5,1.68,0.69,4.5,0.95,1.0,2.0,4.0,2.0,4.0,0.6,2.7,24.0,False
PN-103772,35,OXYGEN,AIRBUS,A330-300,KRİTİK DEĞİL,YOK,Yurtdışı tamir,27.0,1,0.21,1.11,0.9,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,24.0,False
PN-104599,71,POWER PLANT,AIRBUS,A319-100,KRİTİK DEĞİL,YOK,Satınalma,28.0,13,3.25,0.56,7.1,0.9,1.0,3.0,7.0,2.0,4.0,0.154,1.1,24.0,False
PN-100240,24,ELECTRICAL POWER,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,27.0,15,3.75,0.64,9.3,0.9,2.0,4.0,8.0,3.0,6.0,0.067,0.6,24.0,False
PN-103856,30,ICE & RAIN PROTECTION,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Satınalma,29.0,4,1.36,0.69,3.6,0.9,1.0,2.0,4.0,2.0,3.0,0.0,0.0,24.0,False
PN-101678,79,OIL,BOEING,737-800,KRİTİK DEĞİL,YOK,Satınalma,18.0,61,15.25,0.56,33.4,0.9,2.0,7.0,23.0,4.0,13.0,0.082,2.7,24.0,False
PN-103458,74,IGNITION,BOEING,737-800,KRİTİK DEĞİL,YOK,Satınalma,27.0,16,4.0,0.56,8.8,0.9,2.0,4.0,8.0,3.0,6.0,0.062,0.6,24.0,False
PN-102041,77,ENGINE INDICATING,AIRBUS,A319-100,KRİTİK DEĞİL,YOK,Yurtdışı tamir,29.0,7,1.96,0.56,4.3,0.9,1.0,3.0,5.0,2.0,4.0,0.0,0.0,24.0,False
PN-102391,25,EQUIPMENT / FURNISHINGS,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Satınalma,26.0,17,4.25,0.69,11.6,0.9,2.0,4.0,9.0,3.0,6.0,0.294,3.4,24.0,False
PN-103557,29,HYDRAULIC POWER,AIRBUS,A330-300,KRİTİK,VAR,Yurtiçi tamir,5.0,16,4.0,1.11,17.4,0.95,1.0,2.0,6.0,2.0,7.0,0.125,2.2,24.0,False
PN-102051,28,FUEL,BOEING,737-800,KRİTİK,VAR,Yurtiçi tamir,10.0,24,6.0,0.56,13.1,0.95,1.0,3.0,9.0,2.0,6.0,0.25,3.3,24.0,False
PN-102939,25,EQUIPMENT / FURNISHINGS,AIRBUS,A320-200,KRİTİK,VAR,Yurtiçi tamir,12.0,13,2.88,0.64,7.2,0.95,1.0,3.0,6.0,2.0,4.0,0.077,0.6,24.0,False
PN-102224,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320-200,KRİTİK,VAR,Yurtiçi tamir,9.0,25,6.25,0.64,15.9,0.95,2.0,3.0,10.0,3.0,7.0,0.08,1.3,24.0,False
PN-103417,76,ENGINE CONTROLS,BOEING,737-900ER,KRİTİK DEĞİL,YOK,Satınalma,27.0,5,2.3,1.0,8.9,0.9,2.0,3.0,6.0,3.0,6.0,0.0,0.0,24.0,False
PN-104998,56,WINDOWS,BOEING,737-800,KRİTİK DEĞİL,YOK,Satınalma,29.0,8,2.0,0.56,4.3,0.9,1.0,3.0,5.0,2.0,4.0,0.375,1.6,24.0,False
PN-104041,52,DOORS,AIRBUS,A320neo,KRİTİK DEĞİL,VAR,Yurtiçi tamir,9.0,17,4.25,2.59,43.7,0.9,2.0,2.0,7.0,4.0,15.0,0.118,5.1,24.0,False
PN-102208,27,FLIGHT CONTROLS,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,24.0,28,7.0,0.64,17.5,0.9,2.0,4.0,11.0,4.0,9.0,0.036,0.6,24.0,False
PN-100557,76,ENGINE CONTROLS,AIRBUS,A320-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,28.0,10,2.5,0.64,6.2,0.9,1.0,3.0,6.0,2.0,4.0,0.0,0.0,24.0,False
PN-102960,77,ENGINE INDICATING,BOEING,737-800,KRİTİK DEĞİL,YOK,Satınalma,21.0,47,11.75,0.56,25.8,0.9,2.0,6.0,18.0,4.0,11.0,0.191,4.9,24.0,False
PN-103211,28,FUEL,AIRBUS,A330-300,KRİTİK DEĞİL,YOK,Satınalma,23.0,11,2.75,1.11,11.9,0.9,2.0,3.0,6.0,3.0,6.0,0.091,1.1,24.0,False
PN-100893,80,STARTING,AIRBUS,A319-100,KRİTİK DEĞİL,YOK,Yurtdışı tamir,29.0,7,1.75,0.56,3.8,0.9,1.0,2.0,4.0,2.0,3.0,0.0,0.0,24.0,False
PN-101069,21,AIR CONDITIONING,AIRBUS,A321-200,KRİTİK,VAR,Yurtiçi tamir,10.0,17,4.25,0.69,11.4,0.95,1.0,3.0,8.0,2.0,5.0,0.059,0.7,23.9,False
PN-103362,22,AUTO FLIGHT,BOEING,737-800,KRİTİK DEĞİL,YOK,Yurtdışı tamir,28.0,11,2.75,0.56,6.0,0.9,1.0,3.0,6.0,2.0,4.0,0.182,1.1,23.9,False
PN-102192,28,FUEL,BOEING,737-800,KRİTİK DEĞİL,YOK,Yurtdışı tamir,29.0,7,1.26,0.56,2.7,0.9,1.0,2.0,4.0,2.0,3.0,0.0,0.0,23.9,False
